ck+863.png,"(0, 0, 48, 48)",1,0,0,0,0,0,0,0,0
ck+864.png,"(0, 0, 48, 48)",1,0,0,0,0,0,0,0,0
ck+865.png,"(0, 0, 48, 48)",1,0,0,0,0,0,0,0,0
ck+866.png,"(0, 0, 48, 48)",1,0,0,0,0,0,0,0,0
ck+867.png,"(0, 0, 48, 48)",1,0,0,0,0,0,0,0,0
ck+868.png,"(0, 0, 48, 48)",1,0,0,0,0,0,0,0,0
ck+869.png,"(0, 0, 48, 48)",1,0,0,0,0,0,0,0,0
ck+870.png,"(0, 0, 48, 48)",1,0,0,0,0,0,0,0,0
ck+871.png,"(0, 0, 48, 48)",1,0,0,0,0,0,0,0,0
ck+872.png,"(0, 0, 48, 48)",1,0,0,0,0,0,0,0,0
ck+873.png,"(0, 0, 48, 48)",1,0,0,0,0,0,0,0,0
ck+874.png,"(0, 0, 48, 48)",1,0,0,0,0,0,0,0,0
ck+875.png,"(0, 0, 48, 48)",1,0,0,0,0,0,0,0,0
ck+876.png,"(0, 0, 48, 48)",1,0,0,0,0,0,0,0,0
ck+877.png,"(0, 0, 48, 48)",1,0,0,0,0,0,0,0,0
ck+878.png,"(0, 0, 48, 48)",1,0,0,0,0,0,0,0,0
ck+879.png,"(0, 0, 48, 48)",1,0,0,0,0,0,0,0,0
ck+880.png,"(0, 0, 48, 48)",1,0,0,0,0,0,0,0,0
ck+881.png,"(0, 0, 48, 48)",1,0,0,0,0,0,0,0,0
ck+882.png,"(0, 0, 48, 48)",1,0,0,0,0,0,0,0,0
ck+883.png,"(0, 0, 48, 48)",0,1,0,0,0,0,0,0,0
ck+884.png,"(0, 0, 48, 48)",0,1,0,0,0,0,0,0,0
ck+885.png,"(0, 0, 48, 48)",0,1,0,0,0,0,0,0,0
ck+886.png,"(0, 0, 48, 48)",0,1,0,0,0,0,0,0,0
ck+887.png,"(0, 0, 48, 48)",0,1,0,0,0,0,0,0,0
ck+888.png,"(0, 0, 48, 48)",0,1,0,0,0,0,0,0,0
ck+889.png,"(0, 0, 48, 48)",0,1,0,0,0,0,0,0,0
ck+890.png,"(0, 0, 48, 48)",0,1,0,0,0,0,0,0,0
ck+891.png,"(0, 0, 48, 48)",0,1,0,0,0,0,0,0,0
ck+892.png,"(0, 0, 48, 48)",0,1,0,0,0,0,0,0,0
ck+893.png,"(0, 0, 48, 48)",0,1,0,0,0,0,0,0,0
ck+894.png,"(0, 0, 48, 48)",0,1,0,0,0,0,0,0,0
ck+895.png,"(0, 0, 48, 48)",0,1,0,0,0,0,0,0,0
ck+896.png,"(0, 0, 48, 48)",0,1,0,0,0,0,0,0,0
ck+897.png,"(0, 0, 48, 48)",0,1,0,0,0,0,0,0,0
ck+898.png,"(0, 0, 48, 48)",0,1,0,0,0,0,0,0,0
ck+899.png,"(0, 0, 48, 48)",0,1,0,0,0,0,0,0,0
ck+900.png,"(0, 0, 48, 48)",0,1,0,0,0,0,0,0,0
ck+901.png,"(0, 0, 48, 48)",0,1,0,0,0,0,0,0,0
ck+902.png,"(0, 0, 48, 48)",0,1,0,0,0,0,0,0,0
ck+903.png,"(0, 0, 48, 48)",0,1,0,0,0,0,0,0,0
ck+904.png,"(0, 0, 48, 48)",0,1,0,0,0,0,0,0,0
ck+905.png,"(0, 0, 48, 48)",0,1,0,0,0,0,0,0,0
ck+906.png,"(0, 0, 48, 48)",0,1,0,0,0,0,0,0,0
ck+907.png,"(0, 0, 48, 48)",0,1,0,0,0,0,0,0,0
ck+908.png,"(0, 0, 48, 48)",0,1,0,0,0,0,0,0,0
ck+909.png,"(0, 0, 48, 48)",0,1,0,0,0,0,0,0,0
ck+910.png,"(0, 0, 48, 48)",0,1,0,0,0,0,0,0,0
ck+911.png,"(0, 0, 48, 48)",0,1,0,0,0,0,0,0,0
ck+912.png,"(0, 0, 48, 48)",0,1,0,0,0,0,0,0,0
ck+913.png,"(0, 0, 48, 48)",0,1,0,0,0,0,0,0,0
ck+914.png,"(0, 0, 48, 48)",0,1,0,0,0,0,0,0,0
ck+915.png,"(0, 0, 48, 48)",0,1,0,0,0,0,0,0,0
ck+916.png,"(0, 0, 48, 48)",0,1,0,0,0,0,0,0,0
ck+917.png,"(0, 0, 48, 48)",0,1,0,0,0,0,0,0,0
ck+918.png,"(0, 0, 48, 48)",0,1,0,0,0,0,0,0,0
ck+919.png,"(0, 0, 48, 48)",0,1,0,0,0,0,0,0,0
ck+920.png,"(0, 0, 48, 48)",0,1,0,0,0,0,0,0,0
ck+921.png,"(0, 0, 48, 48)",0,1,0,0,0,0,0,0,0
ck+922.png,"(0, 0, 48, 48)",0,1,0,0,0,0,0,0,0
ck+923.png,"(0, 0, 48, 48)",0,1,0,0,0,0,0,0,0
ck+924.png,"(0, 0, 48, 48)",0,1,0,0,0,0,0,0,0
ck+925.png,"(0, 0, 48, 48)",0,1,0,0,0,0,0,0,0
ck+926.png,"(0, 0, 48, 48)",0,1,0,0,0,0,0,0,0
ck+927.png,"(0, 0, 48, 48)",0,1,0,0,0,0,0,0,0
ck+928.png,"(0, 0, 48, 48)",0,1,0,0,0,0,0,0,0
ck+929.png,"(0, 0, 48, 48)",0,1,0,0,0,0,0,0,0
ck+930.png,"(0, 0, 48, 48)",0,1,0,0,0,0,0,0,0
ck+931.png,"(0, 0, 48, 48)",0,0,1,0,0,0,0,0,0
