ck+793.png,"(0, 0, 48, 48)",1,0,0,0,0,0,0,0,0
ck+794.png,"(0, 0, 48, 48)",1,0,0,0,0,0,0,0,0
ck+795.png,"(0, 0, 48, 48)",1,0,0,0,0,0,0,0,0
ck+796.png,"(0, 0, 48, 48)",1,0,0,0,0,0,0,0,0
ck+797.png,"(0, 0, 48, 48)",1,0,0,0,0,0,0,0,0
ck+798.png,"(0, 0, 48, 48)",1,0,0,0,0,0,0,0,0
ck+799.png,"(0, 0, 48, 48)",1,0,0,0,0,0,0,0,0
ck+800.png,"(0, 0, 48, 48)",1,0,0,0,0,0,0,0,0
ck+801.png,"(0, 0, 48, 48)",1,0,0,0,0,0,0,0,0
ck+802.png,"(0, 0, 48, 48)",1,0,0,0,0,0,0,0,0
ck+803.png,"(0, 0, 48, 48)",1,0,0,0,0,0,0,0,0
ck+804.png,"(0, 0, 48, 48)",1,0,0,0,0,0,0,0,0
ck+805.png,"(0, 0, 48, 48)",1,0,0,0,0,0,0,0,0
ck+806.png,"(0, 0, 48, 48)",1,0,0,0,0,0,0,0,0
ck+807.png,"(0, 0, 48, 48)",1,0,0,0,0,0,0,0,0
ck+808.png,"(0, 0, 48, 48)",1,0,0,0,0,0,0,0,0
ck+809.png,"(0, 0, 48, 48)",1,0,0,0,0,0,0,0,0
ck+810.png,"(0, 0, 48, 48)",1,0,0,0,0,0,0,0,0
ck+811.png,"(0, 0, 48, 48)",1,0,0,0,0,0,0,0,0
ck+812.png,"(0, 0, 48, 48)",1,0,0,0,0,0,0,0,0
ck+813.png,"(0, 0, 48, 48)",0,0,1,0,0,0,0,0,0
ck+814.png,"(0, 0, 48, 48)",0,0,1,0,0,0,0,0,0
ck+815.png,"(0, 0, 48, 48)",0,0,1,0,0,0,0,0,0
ck+816.png,"(0, 0, 48, 48)",0,0,1,0,0,0,0,0,0
ck+817.png,"(0, 0, 48, 48)",0,0,1,0,0,0,0,0,0
ck+818.png,"(0, 0, 48, 48)",0,0,1,0,0,0,0,0,0
ck+819.png,"(0, 0, 48, 48)",0,0,1,0,0,0,0,0,0
ck+820.png,"(0, 0, 48, 48)",0,0,1,0,0,0,0,0,0
ck+821.png,"(0, 0, 48, 48)",0,0,0,1,0,0,0,0,0
ck+822.png,"(0, 0, 48, 48)",0,0,0,1,0,0,0,0,0
ck+823.png,"(0, 0, 48, 48)",0,0,0,1,0,0,0,0,0
ck+824.png,"(0, 0, 48, 48)",0,0,0,1,0,0,0,0,0
ck+825.png,"(0, 0, 48, 48)",0,0,0,1,0,0,0,0,0
ck+826.png,"(0, 0, 48, 48)",0,0,0,1,0,0,0,0,0
ck+827.png,"(0, 0, 48, 48)",0,0,0,1,0,0,0,0,0
ck+828.png,"(0, 0, 48, 48)",0,0,0,1,0,0,0,0,0
ck+829.png,"(0, 0, 48, 48)",0,0,0,0,1,0,0,0,0
ck+830.png,"(0, 0, 48, 48)",0,0,0,0,1,0,0,0,0
ck+831.png,"(0, 0, 48, 48)",0,0,0,0,1,0,0,0,0
ck+832.png,"(0, 0, 48, 48)",0,0,0,0,1,0,0,0,0
ck+833.png,"(0, 0, 48, 48)",0,0,0,0,1,0,0,0,0
ck+834.png,"(0, 0, 48, 48)",0,0,0,0,1,0,0,0,0
ck+835.png,"(0, 0, 48, 48)",0,0,0,0,1,0,0,0,0
ck+836.png,"(0, 0, 48, 48)",0,0,0,0,1,0,0,0,0
ck+837.png,"(0, 0, 48, 48)",0,0,0,0,1,0,0,0,0
ck+838.png,"(0, 0, 48, 48)",0,0,0,0,1,0,0,0,0
ck+839.png,"(0, 0, 48, 48)",0,0,0,0,1,0,0,0,0
ck+840.png,"(0, 0, 48, 48)",0,0,0,0,1,0,0,0,0
ck+841.png,"(0, 0, 48, 48)",0,0,0,0,1,0,0,0,0
ck+842.png,"(0, 0, 48, 48)",0,0,0,0,1,0,0,0,0
ck+843.png,"(0, 0, 48, 48)",0,0,0,0,1,0,0,0,0
ck+844.png,"(0, 0, 48, 48)",0,0,0,0,1,0,0,0,0
ck+845.png,"(0, 0, 48, 48)",0,0,0,0,1,0,0,0,0
ck+846.png,"(0, 0, 48, 48)",0,0,0,0,0,1,0,0,0
ck+847.png,"(0, 0, 48, 48)",0,0,0,0,0,1,0,0,0
ck+848.png,"(0, 0, 48, 48)",0,0,0,0,0,1,0,0,0
ck+849.png,"(0, 0, 48, 48)",0,0,0,0,0,1,0,0,0
ck+850.png,"(0, 0, 48, 48)",0,0,0,0,0,1,0,0,0
ck+851.png,"(0, 0, 48, 48)",0,0,0,0,0,1,0,0,0
ck+852.png,"(0, 0, 48, 48)",0,0,0,0,0,1,0,0,0
ck+853.png,"(0, 0, 48, 48)",0,0,0,0,0,0,1,0,0
ck+854.png,"(0, 0, 48, 48)",0,0,0,0,0,0,1,0,0
ck+855.png,"(0, 0, 48, 48)",0,0,0,0,0,0,1,0,0
ck+856.png,"(0, 0, 48, 48)",0,0,0,0,0,0,1,0,0
ck+857.png,"(0, 0, 48, 48)",0,0,0,0,0,0,1,0,0
ck+858.png,"(0, 0, 48, 48)",0,0,0,0,0,0,1,0,0
ck+859.png,"(0, 0, 48, 48)",0,0,0,0,0,0,1,0,0
ck+860.png,"(0, 0, 48, 48)",0,0,0,0,0,0,1,0,0
ck+861.png,"(0, 0, 48, 48)",0,0,0,0,0,0,1,0,0
ck+862.png,"(0, 0, 48, 48)",0,0,0,0,0,0,1,0,0
